allowed_adjacent,category,distance_m,link_a,link_b,model,normal_on_b,penetration_m,point_on_a_m,point_on_b_m,state
True,self_pairs,-0.03486259396176766,right_link_1,right_link_2,parameterized_baseline_proxy,"[-0.07037800143301591, -0.2563858235068972, 0.9640089451965601]",0.03486259396176766,"[0.2454266322554664, 0.13652808650117876, 0.35737023534933177]","[0.24297307256766645, 0.12758981163870436, 0.3909780877812314]",step1_final
True,self_pairs,-0.030186978414504483,base_end_mesh,left_joint_4,parameterized_baseline_proxy,"[-0.9876884013843477, 0.1564340812302147, 7.002979005227773e-07]",0.030186978414504483,"[-0.13231065811993822, 0.002317258844316303, 0.10853002192468449]","[-0.16212598657278396, 0.007039531077705635, 0.1085300430645621]",step1_final
True,self_pairs,-0.03018467707515581,l8_end_mesh,right_joint_4,parameterized_baseline_proxy,"[0.98564405314228, -0.1676286991152099, -0.020159854617543677]",0.03018467707515581,"[0.23161836616558745, 0.16618457006909437, 0.10844168119806788]","[0.2613697136207349, 0.1611247519177733, 0.10783316249655524]",step1_final
True,self_pairs,-0.013984228617116679,base_end_mesh,left_link_3,parameterized_baseline_proxy,"[1.892756532063557e-10, -2.2902730498593147e-09, -0.9999999999999999]",0.013984228617116679,"[-0.13941991195541015, -0.0016212611478792793, 0.11903302036461288]","[-0.13941991195276326, -0.0016212611799069812, 0.1050487917474962]",step1_final
True,self_pairs,-0.013981220885147999,l8_end_mesh,right_link_3,parameterized_baseline_proxy,"[-0.010352285172537277, 0.05917277723452088, -0.9981940756316179]",0.013981220885147999,"[0.23888431720605907, 0.16675448089389208, 0.118919102758996]","[0.2387395796203958, 0.16758178856279557, 0.10496313090134422]",step1_final
True,self_pairs,-0.004534634278953897,left_link_3,left_link_4,parameterized_baseline_proxy,"[-0.5403405481342484, -0.011968066071856997, 0.8413613120630634]",0.004534634278953897,"[-0.10159607359661517, -0.0007834963945578776, 0.11615349990308177]","[-0.10404632036849347, -0.0008377671972201055, 0.11996876574974856]",step1_final
False,self_pairs,0.006701861409178916,right_joint_2,right_joint_3,parameterized_baseline_proxy,"[-0.6065112463200043, -0.18803762967401053, 0.7725192281839558]",0.0,"[0.24589748107232104, 0.14491612009877805, 0.32604749405767036]","[0.2499622353882661, 0.14617632223256377, 0.3208701772544556]",step1_final
False,self_pairs,0.00670186140917893,left_joint_2,left_joint_3,parameterized_baseline_proxy,"[0.5828282500358971, 0.319191568090207, 0.7472803850096752]",0.0,"[-0.145884705622774, 0.012152225303110055, 0.3256657984496467]","[-0.14979073977986887, 0.010013047650790988, 0.320657628875514]",step1_final
False,tower_pairs,-0.018542464998661405,left_link_4,Tower,parameterized_baseline_proxy,"[-0.9999999999999988, -4.9956188658521346e-08, 0.0]",0.018542464998661405,"[0.01854246499866138, 9.263108796671579e-10, 0.047456549219252936]","[0.0, 0.0, 0.047456549219252936]",step1_final
False,tower_pairs,-0.00219533119124804,right_link_2,Tower,parameterized_baseline_proxy,"[-0.2195027958226115, 0.9673525982217273, 0.12667862226804597]",0.00219533119124804,"[0.2633253795001924, 0.07784094117163368, 0.3145527061358906]","[0.26284349816595687, 0.07996460050344467, 0.31483080766661997]",step1_final
False,tower_pairs,0.012883544853070278,right_link_1,Tower,parameterized_baseline_proxy,"[-0.76003106555257, 0.4795412147027611, 0.4386262677911859]",0.0,"[0.29370234674383516, 0.08501319382650269, 0.394147022767708]","[0.3034942410666085, 0.07883500307798386, 0.38849596157288546]",step1_final
False,tower_pairs,0.017344120885854908,right_link_3,Tower,parameterized_baseline_proxy,"[0.35063746592094736, 0.9143874340665128, -0.20235856273900324]",0.0,"[0.23026211050505888, 0.09585924440481694, 0.23417555113669505]","[0.22418061190901614, 0.07999999821186066, 0.2376852825111282]",step1_final
True,self_pairs,-0.07036495625215954,base_end_mesh,left_link_4,parameterized_baseline_proxy,"[-0.03565628122206284, 0.07303231588265927, 0.9966919837373172]",0.07036495625215954,"[-0.07184658409699049, 0.07645147259645399, 0.24864754890010893]","[-0.07435553676529563, 0.0815903883085312, 0.31877973673266335]",step2_final
True,self_pairs,-0.06669906929541056,right_link_2,right_joint_3,parameterized_baseline_proxy,"[-0.9858330304545586, -0.15092362105375925, 0.07317989254435044]",0.06669906929541056,"[0.015246370905079736, -0.32156264164377546, 0.21259316209222928]","[-0.05050777470691346, -0.3316291067027544, 0.2174741928160756]",step2_final
True,self_pairs,-0.06669906929541054,left_link_2,left_joint_2,parameterized_baseline_proxy,"[0.14925657410368265, 0.9819444221481293, 0.11622231669954088]",0.06669906929541054,"[-0.34558572093131107, -0.11633545595216377, 0.23450491996636105]","[-0.33563044635237393, -0.05084067689506382, 0.24225684032157688]",step2_final
True,self_pairs,-0.06669906929541054,left_link_2,left_joint_3,parameterized_baseline_proxy,"[-0.14925657410368381, -0.9819444221481293, -0.11622231669954029]",0.06669906929541054,"[-0.32467487489938507, 0.02123495759078916, 0.2507876665359667]","[-0.33463014947832226, -0.04425982146631078, 0.24303574618075088]",step2_final
True,self_pairs,-0.06669906929541054,right_link_2,right_joint_2,parameterized_baseline_proxy,"[0.9858330304545585, 0.15092362105376037, -0.07317989254435042]",0.06669906929541054,"[-0.12286883666160392, -0.3427070409534072, 0.22284566503769276]","[-0.057114691049610755, -0.33264057589442814, 0.21796463431384644]",step2_final
True,self_pairs,-0.0511547562865233,central_body,left_link_1,parameterized_baseline_proxy,"[-0.8359935452191445, -0.5430466817446922, 0.07883586619049353]",0.0511547562865233,"[-0.44196478271828427, -0.14787825326081414, 0.24684464791723484]","[-0.4847298287810762, -0.17565767391766904, 0.2508774774388465]",step2_final
True,self_pairs,-0.0510605182805428,central_body,right_link_1,parameterized_baseline_proxy,"[-0.5495384876288157, -0.8122901396358198, -0.19542819567568645]",0.0510605182805428,"[-0.15508534563806867, -0.4367859100100156, 0.19929781849692868]","[-0.18314506563150165, -0.478261865533995, 0.18931915353909679]",step2_final
True,self_pairs,-0.04500000000000001,left_link_1,left_joint_1,parameterized_baseline_proxy,"[0.8880207033576141, 0.4512593712684746, -0.08822817152491302]",0.04500000000000001,"[-0.4883717298507691, -0.1692325621843338, 0.25153493881225586]","[-0.44841079819967644, -0.14892589047725244, 0.24756467109363478]",step2_final
True,self_pairs,-0.04500000000000001,left_link_1,left_joint_2,parameterized_baseline_proxy,"[-0.8880207033576141, -0.45125937126847443, 0.08822817152491341]",0.04500000000000001,"[-0.3423469921870396, -0.09502817589172964, 0.23702683607009753]","[-0.3823079238381323, -0.11533484759881099, 0.24099710378871864]",step2_final
True,self_pairs,-0.04500000000000001,right_link_1,right_joint_1,parameterized_baseline_proxy,"[0.4574429103436847, 0.8679666708622521, 0.1933386718910591]",0.04500000000000001,"[-0.17669837522154247, -0.4821592227198453, 0.1894654202040207]","[-0.15611344425607665, -0.44310072253104393, 0.19816566043911837]",step2_final
True,self_pairs,-0.045,left_link_3,left_joint_4,parameterized_baseline_proxy,"[-0.898587747327942, -0.4385400517070248, 0.014922580235824037]",0.045,"[-0.15912136377313832, 0.08230378138963343, 0.24546266776151462]","[-0.19955781240289572, 0.06256947906281732, 0.2461341838721267]",step2_final
True,self_pairs,-0.045,right_link_1,right_joint_2,parameterized_baseline_proxy,"[-0.4574429103436849, -0.867966670862252, -0.1933386718910595]",0.045,"[-0.10147717742006589, -0.33943213884184736, 0.2212577294783422]","[-0.1220621083855317, -0.3784906390306487, 0.21255748924324452]",step2_final
True,self_pairs,-0.045,right_link_3,right_joint_3,parameterized_baseline_proxy,"[0.4493985287035494, 0.879160137008681, 0.15848790456676032]",0.045,"[-0.006145288336458318, -0.32483754375533525, 0.21418109765157983]","[0.014077645455201404, -0.2852753375899446, 0.22131305335708404]",step2_final
True,self_pairs,-0.045,right_link_3,right_joint_4,parameterized_baseline_proxy,"[-0.4493985287035494, -0.879160137008681, -0.15848790456676032]",0.045,"[0.0782704901781623, -0.15969461901388587, 0.2439517332781586]","[0.05804755638650258, -0.1992568251792765, 0.2368197775726544]",step2_final
True,self_pairs,-0.044999999999999984,left_link_4,left_joint_4,parameterized_baseline_proxy,"[0.9969585557574135, -0.06655763466512322, 0.040542809101937936]",0.044999999999999984,"[-0.1591213637731383, 0.08230378138963343, 0.24546266776151462]","[-0.11425822876405471, 0.07930868782970288, 0.24728709417110184]",step2_final
True,self_pairs,-0.04499999999999997,left_link_3,left_joint_3,parameterized_baseline_proxy,"[0.8985877473279421, 0.43854005170702465, -0.014922580235824427]",0.04499999999999997,"[-0.32791360364365646, -7.232246964495107e-05, 0.2482657504322302]","[-0.2874771550138991, 0.019661979857171146, 0.24759423432161812]",step2_final
True,self_pairs,-0.03591382182946733,central_body,left_joint_1,parameterized_baseline_proxy,"[0.7373641452036674, -0.365382332363164, 0.5681459922985638]",0.03591382182946733,"[-0.481671907850886, -0.1725524911565503, 0.2566972145251547]","[-0.455190343316604, -0.18567476714067618, 0.27710150846569126]",step2_final
True,self_pairs,-0.035913817311786354,central_body,right_joint_1,parameterized_baseline_proxy,"[-0.9334651660234401, -0.013715808308959243, 0.3584057204109099]",0.035913817311786354,"[-0.1851800102531151, -0.48228384705985705, 0.19272196005617506]","[-0.21870430769259724, -0.4827764340937485, 0.20559367762251166]",step2_final
True,self_pairs,-0.03492806431645212,left_link_2,left_link_3,parameterized_baseline_proxy,"[-0.6672607038200807, -0.7435537624882617, -0.0434851173055819]",0.03492806431645212,"[-0.28841458581923723, 0.0045476114145984285, 0.24569606257838958]","[-0.31172071059810613, -0.02142328222433154, 0.24417721160433176]",step2_final
True,self_pairs,-0.03489228566210714,right_link_2,right_link_3,parameterized_baseline_proxy,"[-0.7523191841592732, -0.6548611715743156, -0.07192142316611998]",0.03489228566210714,"[-0.0010995983355902399, -0.2862870131073365, 0.22275025419196223]","[-0.02734973421835899, -0.30913661617492966, 0.22024075134962467]",step2_final
True,self_pairs,-0.03485109823520857,left_link_1,left_link_2,parameterized_baseline_proxy,"[-0.6597375675230094, -0.7514770402023027, 0.005347901234103593]",0.03485109823520857,"[-0.358326811695462, -0.07401293906636167, 0.24282845499045422]","[-0.38131939047066393, -0.1002027392159559, 0.24301483522171616]",step2_final
True,self_pairs,-0.03477363213260816,right_link_1,right_link_2,parameterized_baseline_proxy,"[-0.7568222511937291, -0.6466764908992736, -0.09502418753274058]",0.03477363213260816,"[-0.08052062356056278, -0.3549224514392559, 0.21437571557325988]","[-0.10683808211334588, -0.3774097418425931, 0.2110713794322964]",step2_final
True,self_pairs,-0.030186978414504455,base_end_mesh,left_joint_4,parameterized_baseline_proxy,"[-0.6876666462290293, 0.707500518803632, 0.1629650255628816]",0.030186978414504455,"[-0.16930778464735424, 0.09278400184642091, 0.24787667220285842]","[-0.1900663628534446, 0.11414130473579685, 0.25279609391184427]",step2_final
True,self_pairs,-0.03018467707515581,l8_end_mesh,right_joint_4,parameterized_baseline_proxy,"[0.7112260813449296, -0.6827002971252469, -0.16756421312390943]",0.03018467707515581,"[0.08880753424585894, -0.16980904437668348, 0.24146921535008048]","[0.11027566383868413, -0.19041613238452199, 0.23641134368758268]",step2_final
True,self_pairs,-0.013984226618224842,base_end_mesh,left_link_3,parameterized_baseline_proxy,"[0.7231656470718736, 0.6873806227980456, 0.06737452260973278]",0.013984226618224842,"[-0.18151382308223138, 0.09011013496382049, 0.2502812843682344]","[-0.1714009107910631, 0.09972262136600489, 0.2512234649607036]",step2_final
True,self_pairs,-0.013981219146902119,l8_end_mesh,right_link_3,parameterized_baseline_proxy,"[0.698503789661914, 0.7131504757072271, 0.059235587500253026]",0.013981219146902119,"[0.08594192388704297, -0.18128600839056788, 0.23617588535336656]","[0.09570785844524782, -0.17131529530498765, 0.2370040710835031]",step2_final
True,self_pairs,-0.004769074546187413,left_link_3,left_link_4,parameterized_baseline_proxy,"[-0.9811974647862174, -0.19255040299067178, -0.01326187789227624]",0.004769074546187413,"[-0.153338683551059, 0.06508450597948871, 0.24743557983048167]","[-0.15801808740515458, 0.06416621875372777, 0.24737233294619096]",step2_final
False,self_pairs,0.006701861409178916,right_joint_2,right_joint_3,parameterized_baseline_proxy,"[-0.9858330304545584, -0.1509236210537598, 0.07317989254435042]",0.0,"[-0.05711469104961075, -0.33264057589442814, 0.21796463431384644]","[-0.05050777470691344, -0.3316291067027544, 0.2174741928160756]",step2_final
False,self_pairs,0.006701861409178944,left_joint_2,left_joint_3,parameterized_baseline_proxy,"[-0.1492565741036832, -0.9819444221481292, -0.11622231669954056]",0.0,"[-0.33563044635237393, -0.05084067689506384, 0.24225684032157685]","[-0.3346301494783222, -0.04425982146631077, 0.24303574618075088]",step2_final
False,tower_pairs,-0.0006900714376551209,left_link_4,Tower,parameterized_baseline_proxy,"[-1.0, -1.0011399589981733e-16, 2.0022799179963466e-16]",0.0006900714376551209,"[0.0006900714376551209, 0.07630790858329695, 0.24911498395048193]","[0.0, 0.07630790858329695, 0.24911498395048193]",step2_final
True,self_pairs,-0.10413284868563984,L6,L7,legacy_actual_urdf,"[-0.1757181934489407, -0.6696539779213648, 0.7215862154622499]",0.10413284868563984,"[0.27149488787888193, 0.041711313486720164, 0.23944066640287714]","[0.2531968518291494, -0.028021662867902114, 0.3145814945912511]",initial
True,self_pairs,-0.10413284378235856,L1,L2,legacy_actual_urdf,"[-0.17571820097344673, -0.6696539545950985, -0.7215862352773932]",0.10413284378235856,"[-0.14655685071821895, 0.0280216632913749, 0.3145814933581979]","[-0.16485488668990397, -0.04171130735071511, 0.23944066664455688]",initial
True,self_pairs,-0.05478440499789238,L3,L4,legacy_actual_urdf,"[-0.7477283062133373, -1.1880063813039441e-11, -0.6640048042652507]",0.05478440499789238,"[-0.12346387355173698, -0.0015852452665770535, 0.5082546050716047]","[-0.16442772390771654, -0.0015852452672278957, 0.4718774969541909]",initial
True,self_pairs,-0.05477770815437526,L4,L5,legacy_actual_urdf,"[-0.7476708835116321, -9.384302939208466e-13, 0.6640694616897658]",0.05477770815437526,"[0.27106766680345823, 0.001584934126205914, 0.4718774352814968]","[0.23011196935093414, 0.001584934126154509, 0.5082536384481718]",initial
True,self_pairs,-0.0070030167599007265,base_link,L1,legacy_actual_urdf,"[2.3383907499677606e-13, 1.1140797031758479e-13, -0.9999999999999999]",0.0070030167599007265,"[-0.14148521619110835, -0.003505250763967069, 0.12003301626443788]","[-0.1414852161911067, -0.003505250763966289, 0.11302999950453715]",initial
True,self_pairs,-0.0069842080342574775,L7,L8,legacy_actual_urdf,"[-1.151480310320321e-12, -7.637622852103077e-13, 1.0]",0.0069842080342574775,"[0.22544430459521173, -0.0004904929510598895, 0.11303000703337868]","[0.22544430459520368, -0.0004904929510652238, 0.12001421506763615]",initial
True,self_pairs,-0.006000003497603351,L2,L3,legacy_actual_urdf,"[3.5665893875224834e-12, 3.3511043313545317e-12, -1.0]",0.006000003497603351,"[-0.12122160859515346, 0.0006010710190134049, 0.3750299974963829]","[-0.12122160859513206, 0.0006010710190335115, 0.36902999399877956]",initial
True,self_pairs,-0.005982190544359001,L5,L6,legacy_actual_urdf,"[0.0, 7.249532855538142e-17, 1.0]",0.005982190544359001,"[0.22471967780068366, -0.003434684901562308, 0.369047809232124]","[0.22471967780068366, -0.0034346849015623074, 0.375029999776483]",initial
False,tower_pairs,-0.18756305289696024,L4,Tower,legacy_actual_urdf,"[0.4025925497104389, -0.9144254919326741, 0.04177629257527547]",0.18756305289696024,"[0.009849732275239192, 0.18151243669017955, 0.4865912413551385]","[0.08536121997250033, 0.009999999776482534, 0.49442693032927376]",initial
False,tower_pairs,-0.06325417943949815,L6,Tower,legacy_actual_urdf,"[0.005162572164424677, -0.9999826370847444, -0.0028413689811993487]",0.06325417943949815,"[0.2472107151498047, 0.06325308116254229, 0.2828348529984578]","[0.24753726941586257, 1.2981172858094647e-15, 0.2826551245350672]",initial
False,tower_pairs,-0.060999998598121476,L8,Tower,legacy_actual_urdf,"[2.825608664495339e-13, -1.0, -1.1375236169465937e-14]",0.060999998598121476,"[0.12523630013502804, 0.06099999859812147, 0.018586749467184055]","[0.12523630013504528, -8.407595384028643e-18, 0.01858674946718336]",initial
False,tower_pairs,-0.04895899620768363,L5,Tower,legacy_actual_urdf,"[-2.834573598883646e-16, 1.0, 5.669147197767292e-16]",0.04895899620768363,"[0.22631099805218968, -0.048958996207682334, 0.3827050874180018]","[0.22631099805218968, 1.3007490313549765e-15, 0.3827050874180018]",initial
False,tower_pairs,-0.043281500995159136,base_link,Tower,legacy_actual_urdf,"[-0.9999999999999999, 0.0, 0.0]",0.043281500995159136,"[0.04328150099515914, 0.0032789934465015428, 0.042275981378094164]","[1.3877787807814457e-17, 0.0032789934465015428, 0.042275981378094164]",initial
False,tower_pairs,-0.041081715279653326,L7,Tower,legacy_actual_urdf,"[0.21283571596571033, -0.9693366382001711, -0.1228309401256621]",0.041081715279653326,"[0.19703390147983368, 0.03982201178067708, 0.2108434355535912]","[0.20577755776447815, 1.3281015780417665e-15, 0.2057973298438166]",initial
True,self_pairs,-0.10414026863838188,L6,L7,legacy_actual_urdf,"[-0.2191442065432214, -0.8337594061137282, 0.5067751665733288]",0.10414026863838188,"[0.2687142494649061, 0.20945090914521736, 0.2536688616569347]","[0.24589251292494996, 0.12262298061275595, 0.3064445636431419]",step1_final
True,self_pairs,-0.10413993242017307,L1,L2,legacy_actual_urdf,"[-0.19233061481694305, 0.20957454997933786, -0.958690483214001]",0.10413993242017307,"[-0.14573227528754348, -0.01143031491140847, 0.3251585697770424]","[-0.16576157251691026, 0.010394764560427958, 0.22532060764327327]",step1_final
True,self_pairs,-0.05654266496275408,L4,L5,legacy_actual_urdf,"[-0.7370082943517914, 0.005202769737983769, 0.6758636735642156]",0.05654266496275408,"[0.2650545877451177, 0.10543912780525737, 0.46243504202586916]","[0.22338217468281352, 0.10573330627143054, 0.5006501752807068]",step1_final
True,self_pairs,-0.05631459389373316,L3,L4,legacy_actual_urdf,"[-0.7185061507241906, -0.05766505402901697, -0.6931260007497463]",0.05631459389373316,"[-0.1286723342816541, 0.06647708249587643, 0.4965647162132183]","[-0.1691347163698363, 0.06322969839637216, 0.45753160696380896]",step1_final
True,self_pairs,-0.007003016759901032,base_link,L1,legacy_actual_urdf,"[2.219489525393032e-13, -9.029061741135717e-14, -0.9999999999999999]",0.007003016759901032,"[-0.14148521617221987, 0.0029682327639402387, 0.12003301626443798]","[-0.14148521617221832, 0.0029682327639396064, 0.11302999950453695]",step1_final
True,self_pairs,-0.0069842080342970795,L7,L8,legacy_actual_urdf,"[0.0103530051778614, -0.059172787912286105, 0.9981940675311964]",0.0069842080342970795,"[0.21658684319798813, 0.16593928460952734, 0.1130911810792867]","[0.21665915073993047, 0.16552600954877858, 0.12006277610552576]",step1_final
True,self_pairs,-0.006000003497613897,L2,L3,legacy_actual_urdf,"[0.025680853956450984, -0.34436166071602103, -0.9384857699341911]",0.006000003497613897,"[-0.12344223203375598, 0.029536053421177273, 0.369802628544473]","[-0.12328814682019557, 0.027469882252437017, 0.36417171064240694]",step1_final
True,self_pairs,-0.005982190544056693,L5,L6,legacy_actual_urdf,"[-0.0033671128549592057, -0.2811853838059647, 0.9596475616000459]",0.005982190544056693,"[0.21875549241477552, 0.13194814044069764, 0.3647197992476075]","[0.2187353497040938, 0.13026603589656666, 0.37046059381623836]",step1_final
False,tower_pairs,-0.1723654463377983,L4,Tower,legacy_actual_urdf,"[0.9993658455249687, 0.035558116437352176, 0.0018780717750105634]",0.1723654463377983,"[-0.17225614001866235, 0.10461206287297886, 0.5536450218193907]","[5.551115123125783e-17, 0.11074105348363447, 0.5539687364991448]",step1_final
False,tower_pairs,-0.043281500995159136,base_link,Tower,legacy_actual_urdf,"[-0.9999999999999999, 0.0, 0.0]",0.043281500995159136,"[0.04328150099515914, 0.0032789934465015428, 0.042275981378094164]","[1.3877787807814457e-17, 0.0032789934465015428, 0.042275981378094164]",step1_final
False,tower_pairs,0.012576772593413454,L6,Tower,legacy_actual_urdf,"[0.05877865769148652, 0.9976945221188805, -0.033922115705918736]",0.0,"[0.25224589359416916, 0.09254777533424413, 0.2846079304170564]","[0.2515066477830372, 0.07999999821186066, 0.2850345611521772]",step1_final
True,self_pairs,-0.104153425568546,L1,L2,legacy_actual_urdf,"[0.5735119810693446, 0.6257920131943192, 0.5286476745358071]",0.104153425568546,"[-0.33573234232404514, -0.04139560885794974, 0.2226758007270281]","[-0.27599910489106977, 0.023782773009675337, 0.27773626694877823]",step2_final
True,self_pairs,-0.10413082957192388,L6,L7,legacy_actual_urdf,"[-0.6437929270160423, -0.6316739099284183, 0.4318781525382611]",0.10413082957192388,"[0.01865734086069474, -0.26976150212501776, 0.19213784060678768]","[-0.048381350702022784, -0.3355382303848047, 0.2371096709045867]",step2_final
True,self_pairs,-0.05498205944327645,L4,L5,legacy_actual_urdf,"[-0.9951895562827339, 0.051808426439197565, 0.08314826525953246]",0.05498205944327645,"[-0.14588075983504412, -0.44502816581042914, 0.19478488521719303]","[-0.2005983311759093, -0.44217963182828657, 0.19935654808029796]",step2_final
True,self_pairs,-0.054891243826497155,L3,L4,legacy_actual_urdf,"[-0.04741763701840901, 0.9911462281633663, 0.1240190392525371]",0.054891243826497155,"[-0.4480439330622589, -0.1931980057392244, 0.24294015510695502]","[-0.45064674613751277, -0.1387927564613961, 0.24974771442969396]",step2_final
True,self_pairs,-0.007003016759902273,base_link,L1,legacy_actual_urdf,"[0.7231690425118894, 0.6873778853725753, 0.06736600517444906]",0.007003016759902273,"[-0.1841843336777452, 0.0912498519005933, 0.25247550114904094]","[-0.17911996875279196, 0.09606357075224363, 0.2529472664123253]",step2_final
True,self_pairs,-0.00698420803431826,L7,L8,legacy_actual_urdf,"[-0.6985036207726476, -0.7131506097281953, -0.059235965526061696]",0.00698420803431826,"[0.07499577872755872, -0.1628585677214433, 0.24469078690063273]","[0.070117284127358, -0.16783935993958593, 0.244277070594285]",step2_final
True,self_pairs,-0.006000003497944439,L2,L3,legacy_actual_urdf,"[0.7031162757358133, 0.7095455644941268, -0.04661110063183436]",0.006000003497944439,"[-0.34959708323290056, -0.10301096830054413, 0.24213653569565233]","[-0.345378383119024, -0.0987536924316284, 0.24185686892881827]",step2_final
True,self_pairs,-0.0059821905443084725,L5,L6,legacy_actual_urdf,"[-0.7151268937618119, -0.6810408234411128, -0.15740686968882]",0.0059821905443084725,"[-0.10478462215939735, -0.3428608378578131, 0.2192408707438047]","[-0.10906264750123995, -0.3469349538320906, 0.21829923285634303]",step2_final
False,self_pairs,0.014758719620219409,base_link,L8,legacy_actual_urdf,"[-0.6654579032860046, 0.7463792191022709, 0.009156431973124816]",0.0,"[-0.00011616450088107293, 0.011410654785318466, 0.2449332528481175]","[0.009705142112776153, 0.0003950531602297386, 0.24479811563590456]",step2_final
False,tower_pairs,-0.004480621258413784,base_link,Tower,legacy_actual_urdf,"[-0.9999999999999999, 0.0, 0.0]",0.004480621258413784,"[0.004480621258413783, 0.10287480546891291, 0.20081078514425516]","[3.2526065174565133e-19, 0.10287480546891291, 0.20081078514425516]",step2_final
False,tower_pairs,-0.004058076795673826,L8,Tower,legacy_actual_urdf,"[0.0, -1.0, 3.419794278562959e-15]",0.004058076795673826,"[0.08178948589317168, 0.004058076795673798, 0.19300324257913876]","[0.08178948589317168, -2.7755575615628914e-17, 0.19300324257913876]",step2_final
True,self_pairs,-0.0916990692954106,right_link_2,right_joint_3,legacy_parameterized_baseline_proxy,"[-0.6049521606669626, -5.746385258160597e-20, 0.7962618183137842]",0.0916990692954106,"[0.29594688460205876, -1.164153218256879e-10, 0.2697518812945996]","[0.2404733345006506, -1.164153218309573e-10, 0.34276834894944497]",initial
True,self_pairs,-0.09169906929541055,left_link_2,left_joint_2,legacy_parameterized_baseline_proxy,"[-0.6049521606669631, 5.746385258160592e-20, -0.7962618183137835]",0.09169906929541055,"[-0.1045531153979416, -1.164153218281817e-10, 0.3813081620403608]","[-0.1600266654993498, -1.1641532182291234e-10, 0.30829169438551557]",initial
True,self_pairs,-0.09169906929541055,left_link_2,left_joint_3,legacy_parameterized_baseline_proxy,"[0.6049521606669631, -5.746385258160592e-20, 0.7962618183137835]",0.09169906929541055,"[-0.18930691310738312, -1.164153218256879e-10, 0.2697518812945998]","[-0.13383336300597493, -1.164153218309573e-10, 0.342768348949445]",initial
True,self_pairs,-0.09169906929541054,right_link_2,right_joint_2,legacy_parameterized_baseline_proxy,"[0.6049521606669622, 5.74638525816059e-20, -0.7962618183137843]",0.09169906929541054,"[0.21119308689261734, -1.164153218281817e-10, 0.38130816204036083]","[0.26666663699402543, -1.1641532182291234e-10, 0.3082916943855155]",initial
True,self_pairs,-0.07036495625215958,base_end_mesh,left_link_4,legacy_parameterized_baseline_proxy,"[-0.08443966638152904, 0.9922131610360675, -0.09155864682372056]",0.07036495625215958,"[-0.05330672231491492, -0.0003621145004650411, 0.049223796761670005]","[-0.05924831574579816, 0.06945492116865482, 0.04278127658341198]",initial
True,self_pairs,-0.07000000000000003,right_link_3,right_joint_3,legacy_parameterized_baseline_proxy,"[-0.31143246430647387, -0.0, -0.9502682885248761]",0.07000000000000003,"[0.28281998574733797, -1.1641532182693481e-10, 0.2870300216674801]","[0.2610197132458848, -1.1641532182693481e-10, 0.22051124147073875]",initial
True,self_pairs,-0.07,left_link_3,left_joint_3,legacy_parameterized_baseline_proxy,"[0.31143246430647287, -9.484811480588975e-18, -0.9502682885248763]",0.07,"[-0.17618001425266236, -1.1641532182693481e-10, 0.28703002166748015]","[-0.15437974175120925, -1.1641532249087162e-10, 0.2205112414707388]",initial
True,self_pairs,-0.07,left_link_4,left_joint_4,legacy_parameterized_baseline_proxy,"[0.7351075214629987, -0.0, -0.6779505379366013]",0.07,"[-0.11768001425266217, -1.1641532182693481e-10, 0.10853002166748016]","[-0.06622248775025225, -1.1641532182693481e-10, 0.06107348401191806]",initial
True,self_pairs,-0.07,right_link_4,right_joint_4,legacy_parameterized_baseline_proxy,"[-0.7351075214629985, -0.0, -0.6779505379366013]",0.07,"[0.22431998574733758, -1.1641532182693481e-10, 0.10853002166748019]","[0.17286245924492769, -1.1641532182693481e-10, 0.06107348401191809]",initial
True,self_pairs,-0.06999999999999999,left_link_1,left_joint_1,legacy_parameterized_baseline_proxy,"[0.3162277660168393, -0.0, -0.9486832980505133]",0.06999999999999999,"[-0.16968001425266263, -1.1641532182693481e-10, 0.5200300216674805]","[-0.1475440706314839, -1.1641532182693481e-10, 0.4536221908039445]",initial
True,self_pairs,-0.06999999999999999,left_link_3,left_joint_4,legacy_parameterized_baseline_proxy,"[-0.3114324643064732, 9.484811480588972e-18, 0.9502682885248761]",0.06999999999999999,"[-0.11768001425266215, -1.1641532182693481e-10, 0.10853002166748019]","[-0.13948028675411528, -1.1641532116299801e-10, 0.1750488018642215]",initial
True,self_pairs,-0.06999999999999999,right_link_1,right_joint_1,legacy_parameterized_baseline_proxy,"[-0.3162277660168393, -0.0, -0.9486832980505133]",0.06999999999999999,"[0.27631998574733835, -1.1641532182693481e-10, 0.5200300216674805]","[0.2541840421261596, -1.1641532182693481e-10, 0.4536221908039445]",initial
True,self_pairs,-0.06999999999999998,left_link_1,left_joint_2,legacy_parameterized_baseline_proxy,"[-0.3162277660168396, -0.0, 0.9486832980505132]",0.06999999999999998,"[-0.11768001425266236, -1.1641532182693481e-10, 0.36403002166748044]","[-0.13981595787384113, -1.1641532182693481e-10, 0.43043785253101635]",initial
True,self_pairs,-0.06999999999999998,right_link_1,right_joint_2,legacy_parameterized_baseline_proxy,"[0.3162277660168396, -0.0, 0.9486832980505132]",0.06999999999999998,"[0.22431998574733805, -1.1641532182693481e-10, 0.36403002166748044]","[0.24645592936851682, -1.1641532182693481e-10, 0.43043785253101635]",initial
